
May 28, 2018 11:25:39.15 NEW SESSION
May 28, 2018 11:25:39.15 [8340:7756:0528/112539.140:ERROR:in_progress_cache_impl.cc(93)] Could not read download entries from file because there was a read failure.
Jun 14, 2018 09:25:08.23 [Child 8832, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 09:27:09.78 [Child 8832, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channelUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 09:29:22.39 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 09:29:46.37 [Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 09:29:46.37 [Child 11008, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 09:29:47.32 [Child 11008, Chrome_ChildThread] WAR[Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 09:29:47.33 [Child 9728, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 09:29:55.50 [Child 9728, Chrome_ChildThread] WARNING: pipe error: 109: Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 09:54:09.62 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 09:55:13.06 [Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:20:55.20 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 10:21:02.84 [Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:21:02.85 [Child 3840, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:25:56.99 [Child 3840, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/sr[Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:25:57.00 [Child 10640, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:26:01.08 [Child 10640, Chrome_ChildThread] WARNING: pipe error: 109: file z:/b[Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:26:01.08 [Child 9776, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:31:16.21 [Child 9776, Chrome_ChildThread] WARNING: pUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 10:32:21.30 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 10:34:09.70 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 10:35:25.04 ??????????p: T??????????p: T??????????p: T[Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:35:25.06 [Child 5460, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:35:25.07 [Child 5460, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:39:09.73 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 10:40:17.29 ??????????p: T??????????p: T??????????p: T[Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:40:17.33 [Child 10132, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:43:11.27 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 10:43:30.92 [Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 10:43:30.92 [Child 352, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 11:19:09.85 [Child 352, Chrome_ChildThread] WARNING: pipe errUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 11:20:14.43 [Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 11:55:39.24 IPDL protocol error: Handler returned error code!
Jun 14, 2018 11:55:39.24 
Jun 14, 2018 11:55:39.24 ###!!! [Parent][DispatchAsyncMessage] Error: PAPZCTreeManager::Msg_SetTargetAPZC Processing error: message was deserialized, but the handler returned false (indicating failure)
Jun 14, 2018 11:55:39.25 
Jun 14, 2018 11:59:09.90 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 12:00:12.93 ??????????p: T??????????p: T??????????p: T[Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 12:00:12.95 [Child 4932, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 12:01:43.27 [Child 4932, ChromeIPDL protocol error: Handler returned error code!
Jun 14, 2018 12:01:43.27 
Jun 14, 2018 12:01:43.28 ###!!! [Parent][DispatchAsyncMessage] Error: PAPZCTreeManager::Msg_SetTargetAPZC Processing error: message was deserialized, but the handler returned false (indicating failure)
Jun 14, 2018 12:01:43.28 
Jun 14, 2018 12:09:34.95 IPDL protocol error: Handler returned error code!
Jun 14, 2018 12:09:34.95 
Jun 14, 2018 12:09:34.97 ###!!! [Parent][DispatchAsyncMessage] Error: PAPZCTreeManager::Msg_SetTargetAPZC Processing error: message was deserialized, but the handler returned false (indicating failure)
Jun 14, 2018 12:09:34.97 
Jun 14, 2018 12:18:04.76 [Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 12:18:04.78 [Child 1736, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 12:21:48.88 [Child 1736, Chrome_ChildThread] WARN[Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 12:21:48.90 [Child 5000, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 12:22:51.41 [Child 5000, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 12:26:51.70 IPDL protocol error: Handler returned error code!
Jun 14, 2018 12:26:51.72 
Jun 14, 2018 12:26:51.72 ###!!! [Parent][DispatchAsyncMessage] Error: PAPZCTreeManager::Msg_SetTargetAPZC Processing error: message was deserialized, but the handler returned false (indicating failure)
Jun 14, 2018 12:26:51.73 
Jun 14, 2018 12:29:09.99 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 12:30:13.27 [Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 12:30:13.29 [Child 7296, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 12:31:35.09 [Child 7296, Chrome_ChildThread] WARNING: pipe Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 12:32:58.01 IPDL protocol error: Handler returned error code!
Jun 14, 2018 12:32:58.01 
Jun 14, 2018 12:32:58.03 ###!!! [Parent][DispatchAsyncMessage] Error: PAPZCTreeManager::Msg_SetTargetAPZC Processing error: message was deserialized, but the handler returned false (indicating failure)
Jun 14, 2018 12:32:58.03 

Jun 14, 2018 19:42:37.09 NEW SESSION
Jun 14, 2018 19:42:37.09 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 19:42:37.30 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 19:42:37.76 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 19:42:37.93 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 19:42:38.77 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 19:44:43.43 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 19:45:40.80 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 19:47:39.43 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 19:48:43.67 [Parent 7756, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 19:48:43.69 [Child 4180, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 19:50:48.84 [Child 4180, Chrome_ChildThread] WARNING: pipe error: 109: fiIPDL protocol error: Handler returned error code!
Jun 14, 2018 19:50:48.85 
Jun 14, 2018 19:50:48.85 ###!!! [Parent][DispatchAsyncMessage] Error: PAPZCTreeManager::Msg_SetTargetAPZC Processing error: message was deserialized, but the handler returned false (indicating failure)
Jun 14, 2018 19:50:48.86 
Jun 14, 2018 19:52:39.39 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 19:53:43.45 [Parent 7756, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 20:06:39.66 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 23:23:14.80 [Parent 7756, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 23:23:14.83 [Child 5132, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 23:23:14.86 [Child 5132, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 23:23:50.91 [Parent 7756, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 23:23:50.93 [Child 2456, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346

Jun 15, 2018 14:36:41.37 NEW SESSION
Jun 15, 2018 14:36:41.37 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 14:36:41.57 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 14:36:42.11 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 14:36:42.25 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 14:36:43.31 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 14:37:47.92 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 14:41:43.81 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 14:42:51.52 ??????????p: T??????????p: T[Parent 1056, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 14:42:51.54 [Child 4600, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 14:43:09.07 [Child 4600, Chrome_Child[Child 3340, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 14:43:22.98 [Child 3340, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src[Parent 1056, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 14:43:23.00 [Child 3268, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 14:43:23.01 [Child 3268, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 14:43:23.04 
Jun 15, 2018 14:43:23.05 ###!!! [Parent][RunMessage] Error: Channel closing: too late to send/recv, messages will be lost
Jun 15, 2018 14:43:23.06 
Jun 15, 2018 14:43:23.68 
Jun 15, 2018 14:43:23.69 ###!!! [Child][MessageChannel::SendAndWait] Error: Channel error: cannot send/recv
Jun 15, 2018 14:43:23.70 
Jun 15, 2018 16:28:34.74 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 16:28:34.89 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 16:28:35.26 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 16:28:35.33 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 16:28:36.34 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 16:31:04.15 [Parent 4188, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 16:31:04.18 [Child 9416, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 16:31:04.20 [Child 9416, Chrome_ChildThread] WARNI[Parent 4188, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 16:31:04.21 [Child 10148, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 16:31:04.32 [Child 10148, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line[Parent 4188, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 16:31:04.34 
Jun 15, 2018 16:31:04.36 ###!!! [Parent][MessageChannel] Error: (msgtype=0x15008C,name=PBrowser::Msg_UpdateNativeWindowHandle) Closed channel: cannot send/recv
Jun 15, 2018 16:31:04.37 
Jun 15, 2018 16:31:04.38 
Jun 15, 2018 16:31:04.39 ###!!! [Parent][MessageChannel] Error: (msgtype=0x15007F,name=PBrowser::Msg_Destroy) Closed channel: cannot send/recv
Jun 15, 2018 16:31:04.40 
Jun 15, 2018 16:31:04.41 [Child 8640, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 15, 2018 16:31:04.42 
Jun 15, 2018 16:31:04.42 ###!!! [Child][MessageChannel] Error: (msgtype=0x150001,name=PBrowser::Msg_AsyncMessage) Closed channel: cannot send/recv
Jun 15, 2018 16:31:04.44 
Jun 15, 2018 16:31:04.45 
Jun 15, 2018 16:31:04.46 ###!!! [Child][MessageChannel] Error: (msgtype=0x150001,name=PBrowser::Msg_AsyncMessage) Closed channel: cannot send/recv
Jun 15, 2018 16:31:04.47 
Jun 15, 2018 16:31:04.48 
Jun 15, 2018 16:31:04.49 ###!!! [Child][MessageChannel] Error: (msgtype=0x15002B,name=PBrowser::Msg_SetInputContext) Closed channel: cannot send/recv
Jun 15, 2018 16:31:04.50 

Jun 15, 2018 17:53:47.31 NEW SESSION
Jun 15, 2018 17:53:47.31 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 17:53:47.45 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 17:53:47.78 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 17:53:47.84 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 17:53:48.74 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 15, 2018 17:54:08.42 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath

Jun 19, 2018 08:31:40.82 NEW SESSION
Jun 19, 2018 08:31:40.82 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 19, 2018 08:31:41.05 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 19, 2018 08:31:41.66 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 19, 2018 08:31:41.76 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 19, 2018 08:31:42.75 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 19, 2018 08:32:52.57 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 19, 2018 08:41:59.22 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 19, 2018 08:46:22.85 [Parent 29536, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 19, 2018 08:46:22.86 [Child 15144, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 19, 2018 08:46:41.32 [Child 15144, Chrome_ChildThreaUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 19, 2018 10:31:43.40 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 19, 2018 10:32:51.62 ??????????p: T??????????p: T??????????p: T[Parent 29536, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 19, 2018 10:32:51.65 [Child 21924, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 19, 2018 10:36:43.41 [Child 21924, Chrome_ChildThread] WARNING: pipe error: 109: file Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
